state,alpha_frac,probe_v,probe_a,state_share,calm_share,neg_share,panas_pa,panas_na,excited,inspired,determined,proud,strong,nervous,n_sae_active,in_plane_frac
eros,0.0,0.5857781746918118,0.36348995695810077,1.0527346133164812e-05,0.9980177259115386,0.0019717467423281615,1.9748456839267061,1.8104056066437368,2.377441214929668,1.7879670365997749,1.705197877823857,1.8487091864798701,1.760721299453571,1.7999894602113358,74,0.20287767052650452
eros,0.05,0.5347271094343233,0.6302603327872076,1.4877499076162828e-05,0.9978208289500494,0.0021642935508745247,1.7573428697437443,1.5744559295974956,2.049357823164491,1.568965925739676,1.481922695617176,1.5798489198187582,1.4874658892682229,1.554397752290475,73,0.20287767052650452
eros,0.1,0.4744761363438143,0.9016918506165781,2.5423015105106074e-05,0.9972194558727413,0.0027551211121536845,1.6760963809600231,1.465058438522756,1.8649164231409294,1.4955512464692617,1.3811341498398466,1.4630944880208343,1.4020139410870796,1.4263701412233472,69,0.20287767052650452
eros,0.2,0.3421506963096575,1.4511978619437667,0.00010120466183981318,0.9950417789963433,0.004857016341817059,1.8253527305176172,1.5125950849866387,1.834495962389103,1.6818001740852315,1.4343618862011005,1.535489604502676,1.5531732702033838,1.3797532234393801,67,0.20287767052650452
eros,0.4,0.10027356670575627,2.5668154658260423,0.0012666292845304801,0.9873029299536089,0.011430440761860665,1.5047410740449365,1.3529677154521473,1.4646134474573833,1.476134455134178,1.3357436333630501,1.4306222048459645,1.5893504075082556,1.2184395760703364,70,0.20287767052650452
