constructor,target,variant,kind,ema_error,anchor_error,passage_error,ema_v,ema_a,anchor_v,anchor_a,passage_v,passage_a,tail_v,tail_a,target_v,target_a
harmonic-prime,calm,shuffle5,shuffled,0.3910731520190902,0.30297962017367436,0.225276948528812,0.4377546924456187,0.435459291896532,0.5633583866733601,0.43866620710819754,0.554291024648798,0.3115692632647344,0.669375,0.38483333333333325,0.75,0.2
harmonic-prime,calm,shuffle6,shuffled,0.44533008496403853,0.31251104671412916,0.271010414221094,0.3829168525024895,0.45212863264095715,0.5718849811574822,0.4567843343763208,0.5842468758875154,0.41441209495557907,0.6625416666666666,0.45908333333333334,0.75,0.2
harmonic-prime,calm,shuffle7,shuffled,0.34623904467026606,0.3149685081940833,0.22725354167504036,0.5013558788633148,0.4409513998264877,0.5381621130735585,0.4330876891140897,0.549852382520012,0.30763411829403214,0.769375,0.3077916666666667,0.75,0.2
harmonic-prime,calm,reversed,reversed,0.42210440721641734,0.2704072179296087,0.23255677373075706,0.4229256255880622,0.4668229454049307,0.5872210494615011,0.4159237753699574,0.5617690779459199,0.3365714940634734,0.685875,0.330625,0.75,0.2
harmonic-prime,focused,ordered,ordered,0.25993811300466224,0.15932428509693036,0.2025638721370245,0.42020760829014864,0.47849576425206075,0.582136663487155,0.45585148152342214,0.6150721498662173,0.4004701336135945,0.6478541666666666,0.4292708333333334,0.65,0.6
harmonic-prime,focused,shuffle0,shuffled,0.2937296281575483,0.16139380632414063,0.19561858162236323,0.3838472987663804,0.47574287109538055,0.5658416770135367,0.4622853043720448,0.6174067663812773,0.40711581039851774,0.690375,0.375125,0.65,0.6
harmonic-prime,focused,shuffle1,shuffled,0.22525117250538543,0.17222978512906295,0.20498221180740892,0.4626503680297346,0.474947186694353,0.6029117562670148,0.4343322717372325,0.602362758932481,0.40062999116985387,0.6819375,0.3850625,0.65,0.6
harmonic-prime,focused,shuffle2,shuffled,0.2707470995819177,0.14900842859306032,0.1738666621369797,0.40803740785430354,0.4785170961239557,0.6173276308025684,0.4546176486543161,0.6656213053649692,0.4268365193773553,0.66025,0.41662499999999997,0.65,0.6
harmonic-prime,focused,shuffle3,shuffled,0.3037873103123833,0.17242333061532605,0.1964283456131305,0.3754844116687931,0.4698926532819779,0.5457751704347722,0.46264283840082726,0.5649692888102177,0.42292975090413615,0.54,0.36162500000000003,0.65,0.6
harmonic-prime,focused,shuffle4,shuffled,0.3012875474721029,0.16391872185322237,0.19669473030088702,0.37054935355969565,0.48738773394585,0.5888944820147929,0.447896538350524,0.6330460664557949,0.4040372967488013,0.6529999999999999,0.41225,0.65,0.6
harmonic-prime,focused,shuffle5,shuffled,0.27750202427242854,0.15971035701859318,0.18930860210782316,0.4041370579192707,0.4713190488584132,0.618003481526745,0.4435275712957802,0.6089922521417511,0.41518627906020505,0.64775,0.368375,0.65,0.6
harmonic-prime,focused,shuffle6,shuffled,0.24884143938523082,0.18419200305097913,0.25812049647693575,0.47221837229101865,0.42588579953243716,0.5645344476224022,0.4368364828010747,0.5498344179920319,0.3621070684477892,0.5860416666666666,0.31708333333333333,0.65,0.6
harmonic-prime,focused,shuffle7,shuffled,0.26180422243647944,0.16770529022377947,0.17716596254621864,0.41963953273544263,0.475599413155627,0.5649958870655484,0.4554338727319947,0.605547528875475,0.4285014399598311,0.5885208333333333,0.46516666666666673,0.65,0.6
harmonic-prime,focused,reversed,reversed,0.2358951077127038,0.1643621338508399,0.22192443304555032,0.446434006133509,0.480805251860932,0.5989097865908991,0.4437799592311731,0.6170865745148769,0.380529818869569,0.685875,0.330625,0.65,0.6
harmonic-prime,excited,ordered,ordered,0.5198483742239838,0.46681045297091206,0.3997040414130104,0.45626700642797946,0.4600128703234729,0.5588140249468727,0.4503234752445669,0.620222350282551,0.4930079589347071,0.7231458333333334,0.5054375,0.8,0.85
harmonic-prime,excited,shuffle0,shuffled,0.5252535878497313,0.449908683821917,0.4243496729747655,0.42244166049565496,0.484841086895394,0.5494077207279703,0.4763406185472941,0.6306752459098556,0.4608961930202911,0.7062499999999999,0.381,0.8,0.85
harmonic-prime,excited,shuffle1,shuffled,0.5182776812434283,0.46176581738123296,0.49583131447939466,0.4442873164057757,0.47306467185303536,0.5975864269407328,0.43496215167392394,0.5947333355460787,0.3986528067193442,0.69175,0.4096875,0.8,0.85
harmonic-prime,excited,shuffle2,shuffled,0.52185712697846,0.4506365704505628,0.4355112326402969,0.4391227515399793,0.47303518397317645,0.5732503479796568,0.4605671894458579,0.6270656976735338,0.45029540803897533,0.66825,0.37274999999999997,0.8,0.85
harmonic-prime,excited,shuffle3,shuffled,0.5502441574867794,0.44038856045464003,0.40740804496695626,0.42047448082697225,0.451591901256037,0.5719824418101922,0.47323737269141497,0.6564628929772748,0.4687147865293696,0.6445625,0.399,0.8,0.85
harmonic-prime,excited,shuffle4,shuffled,0.5425122488606958,0.4535450126345887,0.42624135347196174,0.42501330258329645,0.45794832365566496,0.6038964184553652,0.44104222248369457,0.6567634194403144,0.44854642435372616,0.66725,0.41200000000000003,0.8,0.85
harmonic-prime,excited,shuffle5,shuffled,0.5326128234590819,0.4552915339503104,0.4029722992501178,0.4388241429394045,0.4585559810271723,0.5913624547508083,0.44532635914947694,0.6375448419192812,0.48122500684577985,0.6845833333333333,0.5255000000000001,0.8,0.85
harmonic-prime,excited,shuffle6,shuffled,0.5396212346233283,0.4621633551732029,0.4612880146204956,0.4392595439149102,0.4486804263433858,0.5794794230110988,0.44384037375751617,0.5962614871881761,0.43614344172195985,0.6351875,0.40075000000000005,0.8,0.85
harmonic-prime,excited,shuffle7,shuffled,0.49994985890348803,0.4584573039064153,0.420256665396429,0.4585178546523381,0.4848427656113385,0.58156826254337,0.446923486696611,0.6522446966607295,0.45657397754438483,0.6838124999999999,0.5155,0.8,0.85
harmonic-prime,excited,reversed,reversed,0.5081868794806764,0.46221059166971107,0.46900834032135796,0.45462574474965245,0.47721248909522823,0.5915299621722996,0.43747257742086826,0.6150470717840972,0.41899972432101873,0.685875,0.330625,0.8,0.85
