arm,v,a,na,pa,pos_share,shift
pre,0.6593630545955335,0.4396536712811787,2.5772229867440193,3.1024760092586203,0.7729946427388442,0.0
highway_prose,0.346933890926344,0.5832463086265575,1.1222344980814019,1.2580059404176052,0.0555934859388237,0.3438470994654901
highway_verse,0.4266417181540424,0.5029871493087764,1.3162446558490726,1.8753323552413939,0.22601242319610698,0.2411853019447617
gothic_verse,0.6772808401167986,0.38349814410601807,1.2905298466914936,1.901757311802669,0.8890424685148812,0.05894480698336592
gothic_prose,0.6481878909154313,0.4515057688812753,1.4696335842551682,1.7136543260197385,0.32541394919072436,0.016289766750917287
