dir,search_move,drift_move,advantage,transfer_move
0,1.206617040208017,0.10105754788880761,1.1055594923192094,0.20686278065003516
1,1.611538638013078,0.7524894554273671,0.859049182585711,1.1409146346669203
2,0.8814753117485215,0.18014465363162535,0.7013306581168961,-0.19571998398483914
3,0.9510467889813037,0.3189243142354214,0.6321224747458822,0.27843540722371707
4,0.825652895065544,0.10271583846783605,0.7229370565977079,0.20765914996018497
5,1.386223861654749,0.5916283481800961,0.794595513474653,0.7827795050252804
6,0.9761034085036069,-0.19703403963637262,1.1731374481399794,0.6404630047078324
7,0.5644594452008367,-0.3437942938862588,0.9082537390870955,0.3882031542613036
