feature,corr_with_probe_valence
5642,0.641371645533872
2812,-0.601387323937972
7994,-0.5959020003881307
10470,-0.5948651044079164
3639,0.5945242624495264
13166,0.571578094419529
9126,-0.5631414655662665
12651,0.5604426649086264
