state,cal_v,cal_a,cal_error,ema_v,ema_a,ema_error,pa,na,inspired,attentive,alert,interested,determined,active,bank_v,bank_a,bank_n_yes
before,0.6643738522342196,0.3009445424074165,0.18037797710040337,0.23558654249827327,0.8818413802804272,0.6375881137095187,2.1366726352441208,2.4808068230619478,2.197776566294894,2.1407080945569477,1.8508920218106817,2.1915447982438607,2.3626257087566542,1.8573889249159141,0.5403846153846154,0.6076923076923076,13
after,0.7361401335593729,0.37827839737313407,0.09394732742590914,0.47547464698729464,0.4740744577555172,0.24800951573975155,2.922369856560318,2.451456224315174,3.1569430918616614,2.8920969341825207,2.64799709206927,2.9447737208464893,2.982679856479348,2.8089456899567886,0.3961538461538462,0.5969230769230769,26
