state,cal_v,cal_a,cal_error,pa,na,attentive,alert,active,inspired,interested,jittery,nervous,afraid,bank_v,bank_a
before,0.6643738522342196,0.3009445424074165,0.16098068915724292,2.1366726352441208,2.4808068230619478,2.1407080945569477,1.8508920218106817,1.8573889249159141,2.197776566294894,2.1915447982438607,2.536528762689546,3.044474746088458,2.5072027204838907,0.5403846153846154,0.6076923076923076
after,0.6147343716961756,0.2959502129163905,0.14074889534437915,2.519542898201734,2.4880831238647034,2.649942987927582,2.2464911603814555,2.352360158726615,2.8037187754455726,2.6469875185056893,2.3651907498170113,2.8075255517317435,2.621555799387571,0.3821428571428571,0.5785714285714285
