state,cal_v,cal_a,cal_error,pa,na,inspired,attentive,alert,interested,afraid,nervous,strong,active,bank_v,bank_a
before,0.6643738522342196,0.3009445424074165,0.3454363537516422,2.1366726352441208,2.4808068230619478,2.197776566294894,2.1407080945569477,1.8508920218106817,2.1915447982438607,2.5072027204838907,3.044474746088458,2.4199941031165153,1.8573889249159141,0.5403846153846154,0.6076923076923076
after,0.7521426910141958,0.4329583740002271,0.21007939231006764,2.73524126508656,1.9976806321362612,3.0709267359657906,2.9158822332218994,2.4603631209290064,2.820825388919459,1.8622262362716966,2.4534736271215163,2.867120995762657,2.6796712814877113,0.41500000000000004,0.576
