line,text,coef,lo,hi,loo_inspired,single_inspired,loo_drop,excludes_zero
0,and others come their chosen one to greet,-0.049463594026188024,-0.19716998886675785,0.11447080574376683,4.054884901360183,2.8252501647960173,-0.01138274608894907,False
1,entreating cold white river,0.33181789249580634,0.1678978423102964,0.47662990400061656,3.5602193975270184,3.476248056220236,0.4832827577442158,True
2,we listen and whisper with laughter low,0.24758132404236388,0.12270567115901827,0.3802022622698225,3.787439297496886,2.7969778229268867,0.25606285777434845,True
3,bright vlashin in gold,-0.2722844485209856,-0.3645747955427133,-0.1524893117281478,4.081449008432475,2.2440263888511494,-0.03794685316124102,True
4,thank god the giver an unforgotten day,0.039254637989964786,-0.08341080217971689,0.16148836814118916,3.833436130722835,2.78600635763355,0.21006602454839918,False
5,a sweet and human smile,0.1581122045948822,0.027796313893303868,0.25579099650786136,3.746302672984672,2.788400981495914,0.29719948228656223,True
6,the fiery spirit over half a globe,-0.17526842038519963,-0.2890601769385635,0.06417326644376425,4.183747885862334,2.248891928382613,-0.1402457305910998,False
7,in deepest chords with passion fraught,-0.10427579367467651,-0.2334508852429099,0.022223711416080035,3.8306999071051444,2.539400201752686,0.21280224816608984,False
