id,arm,closing,transfer_closing,drift_closing,residual_grain,d_before,local_spacing,n_within_grain,circumradius,probe_v,probe_a,deep_v,deep_a,panas_pa,panas_na,panas_inspired,basq_v,basq_a,score,map_novelty_grain,affect_novelty
unpoemed_wiki_04,unpoemed_wiki,0.20330217720074883,0.0968487659680689,-0.05415262967184623,2.366371821103317,12.498990058898926,2.6497512667258203,0.0,,0.6271328697539886,0.5436800719359177,0.6045935346832598,0.43072360106972307,2.626993114671561,2.4040073819683276,2.988330754469503,0.5249999999999999,0.5254545454545455,-1.1505843326192617,1.7156788110733032,0.14627433146254584
unpoemed_wiki_05,unpoemed_wiki,0.31626882300234405,0.06377767943409651,0.0545032027443532,2.080243145182011,12.803074836730957,2.5090072646331327,0.0,,0.41859372388643545,0.6407324631562445,0.4477501423022772,0.49425576624967704,2.598535360390883,2.421967787161936,2.5232899275453455,0.49166666666666664,0.9133333333333332,-1.8829676557349209,1.6401596069335938,0.3060050171399587
unpoemed_wiki_06,unpoemed_wiki,0.10611910712746708,0.08066979959386633,-0.19205268950459708,2.044954821892381,9.626970291137695,2.322536430672558,0.0,,0.49911259823649357,0.5857412501216203,0.5674490549137169,0.5355796283102824,2.814605856021406,2.244194489943726,3.194594405854244,0.38055555555555554,0.6644444444444444,-0.2978105058891426,1.7687908411026,0.24160986750564506
unpoemed_wiki_07,unpoemed_wiki,0.4414733383667736,0.12848491308716103,0.16884364927767573,1.7147190279722455,12.919170379638672,2.279534353225782,0.0,,0.568602013129786,0.3754818921418851,0.5810018415181538,0.388328666425231,3.120987002628263,2.543900955104853,3.709753066544338,0.4375,0.5366666666666666,0.4412251165151523,1.9480453729629517,0.13643479029025016
unpoemed_wiki_08,unpoemed_wiki,0.23270159484872388,0.11490254446447934,-0.007050104356931468,1.9573665338038218,10.734786987304688,2.131141639354628,0.0,,0.5093790653060578,0.46564849195105823,0.5700191283775992,0.4746197195526791,2.443972137337961,1.9522524165547384,2.7033287818665297,0.45,0.5499999999999999,-1.1193971882495015,2.202556610107422,0.20073341672998438
unpoemed_wiki_09,unpoemed_wiki,0.29580515701457444,0.1044012840857248,0.015203850771008942,1.7862834348562902,10.67439079284668,2.1079192438812147,0.0,,0.4854313285550852,0.4125633792049518,0.6220102118454862,0.2906974665965488,2.5363876204289584,1.842185789940832,3.125239869280686,0.4480769230769231,0.5153846153846154,-0.19589748052149442,1.5760971307754517,0.08081652213797719
unpoemed_wiki_10,unpoemed_wiki,0.30029408302439886,0.10089587264601085,0.006864906360225113,1.8158526747063504,10.920703887939453,2.120087607778139,0.0,,0.5467407549854374,0.3347584960062955,0.7096169715793288,0.3886331260470605,2.6607918004516398,1.6246580183811699,3.2214312690755986,0.5159090909090909,0.5072727272727273,0.49239885749462986,1.735599160194397,0.03723757116904305
unpoemed_wiki_11,unpoemed_wiki,0.37144857758646954,0.15086240006056428,0.08573527298096835,1.6835182895712761,11.271003723144531,2.1442996898985616,0.0,,0.4706039936827653,0.5540592138306547,0.4995620317473173,0.5243090692495918,3.028138997388251,2.8368008081272817,3.1741461287659716,0.41875,0.605,-0.9390259862310661,1.741376280784607,0.286142300907681
unpoemed_contemplative_00,unpoemed_contemplative,0.20999367391405865,0.05615647142409197,0.024483479781929218,2.438460306386997,12.988849639892578,2.732935483229463,0.0,,0.5163495089306285,0.4745260551255876,0.5425498196826166,0.46069710542565334,2.8850418280099164,2.2664360319592385,3.7706009502196247,0.4840909090909091,0.5836363636363636,0.5943086994353827,2.0323495864868164,0.21091169191333334
unpoemed_contemplative_01,unpoemed_contemplative,0.29568961088711754,0.1404380435669188,0.06154351583717269,2.1749992393781064,12.995128631591797,2.5135924123872644,0.0,,0.47669907547162227,0.4016658728228655,0.6067444275656778,0.41526960900839077,2.9509680482060925,2.458589496219277,3.1904231288787024,0.42750000000000005,0.616,-0.4297519627951584,1.6747413873672485,0.13326251632475158
unpoemed_contemplative_02,unpoemed_contemplative,0.17109710698127734,0.0680633601142917,-0.1352386688844859,2.4694492604573894,12.536664962768555,2.5554679195747587,0.0,,0.5414362035192818,0.4834336959767741,0.6276124083434729,0.3306725884224659,2.668907989118972,2.021095722308652,2.8105990637284064,0.51,0.5,-0.7156215905515838,1.7636791467666626,0.07150399160049185
unpoemed_contemplative_03,unpoemed_contemplative,0.25137210081418704,0.08281781412619227,-0.01759163411736801,2.320479777061015,13.043596267700195,2.487982485696484,0.0,,0.5799088513779672,0.36745852542953955,0.6411684145631622,0.46708632598121713,3.2496106499303545,1.7875793824342256,3.6079350188014407,0.5113636363636364,0.5145454545454545,1.7267230373284685,1.8170733451843262,0.1411315133107339
unpoemed_contemplative_04,unpoemed_contemplative,0.22653930084292495,0.0773036456469286,-0.0712554875700655,2.0483306799857743,11.144161224365234,2.433800824485804,0.0,,0.5341282776250155,0.43205962575901363,0.657989465964125,0.4060320913646091,2.7420493498260994,1.7938105840714258,3.188325972330043,0.485,0.5106666666666667,0.3036246136033151,2.163154363632202,0.0899453648014799
unpoemed_contemplative_05,unpoemed_contemplative,0.19859533417456454,0.02224214503345079,-0.08657744052133236,2.6204402700482508,13.759668350219727,2.5646821810114666,0.0,,0.5761816338146792,0.4990968509114765,0.7580748150845638,0.33666237060371473,3.0663177690767216,2.0515720232255648,3.4095381952629986,0.446875,0.605,0.7237686185974208,1.8279454708099365,0.03416475923842365
unpoemed_contemplative_06,unpoemed_contemplative,0.24863225977233272,0.08426913830604932,-0.07823701070755777,2.2257184704094852,12.465314865112305,2.4267519983392662,0.0,,0.4371331460764269,0.46271103477100706,0.5361896311141396,0.4492574425650995,2.735610075925666,1.9229829068160804,3.229891808388851,0.4519230769230769,0.5707692307692308,0.14333366445133777,2.0711421966552734,0.20825865525572582
unpoemed_contemplative_07,unpoemed_contemplative,0.4488630288898895,0.07867248698475404,0.13062964721039771,1.697459794829822,12.960612297058105,2.385538019734923,0.0,,0.5612496789468029,0.5195624158351017,0.5555600782776813,0.4110346810835851,2.1387719151574807,2.026057333221708,2.4065784106178407,0.4321428571428571,0.5742857142857142,-2.151097283797026,1.973518967628479,0.17005129273079644
unpoemed_contemplative_08,unpoemed_contemplative,0.20678167718618579,0.0683097220324349,0.07257560836621357,2.2124289753372106,11.737136840820312,2.4228016370056236,0.0,,0.5753340303126634,0.4839851087305971,0.590052532324288,0.4560999477436234,2.564137904857573,2.1496050163504643,3.3165049689019694,0.46388888888888885,0.5666666666666667,-0.37725877217235354,1.640163540840149,0.17386385257937734
unpoemed_contemplative_09,unpoemed_contemplative,0.36728083240994747,0.09154398987785062,0.003616871540804256,1.962472020587386,13.052029609680176,2.4485024417237566,0.0,,0.6086029524882166,0.4638116655928249,0.5567334965150381,0.38152316194817726,2.7655741463213896,1.9433260843723865,3.4444251165999002,0.4428571428571429,0.47428571428571425,0.46214914401748675,1.8099956512451172,0.1548359676384846
unpoemed_contemplative_10,unpoemed_contemplative,0.228636464230624,0.11639235917762358,0.04534240520049715,2.2164881183494805,12.091825485229492,2.2779400217484036,0.0,,0.6095800196706385,0.4245237693931791,0.6753037167175812,0.3924714365632762,2.760990059460445,1.91491701535091,3.103908820225093,0.5194444444444444,0.5444444444444445,0.019262190106636407,1.7176480293273926,0.06840610902454271
unpoemed_contemplative_11,unpoemed_contemplative,0.3701804451377996,0.07429776402280241,-0.03446549910675482,1.7575988393448148,11.743273735046387,2.3695362348088795,0.0,,0.523720877018558,0.5333756292411529,0.47224286192922205,0.475319574755416,2.115915517461425,1.6956933094020894,3.082235956014544,0.5125,0.575,-0.6992433773696068,2.309752941131592,0.27508067773010053
random_00,random,0.4955469760072917,0.08413233282064603,0.11371969079921285,0.8145782767146019,6.795128316340224,1.0295368746211198,6.0,,0.5524555533473584,0.4931398372787695,0.6711225057592143,0.511100153096162,3.1959704717450457,1.8810575633497053,3.65587546789002,0.5125,0.575,1.5568569347701242,1.6565593481063843,0.16145116445973368
random_01,random,0.4307945072575313,0.11960325130952754,0.17285763233841298,0.9141340327216138,6.758127226091719,0.9538042341884885,10.0,,0.5337700683632873,0.44366048695992705,0.6171397833864549,0.47157399437621145,2.6212333720904732,2.022449423086755,3.3674570644859414,0.4375,0.51,-0.0076135465056171026,1.5110949277877808,0.16145967644522904
random_02,random,0.45667069743982835,0.0429649743522188,0.12723887177095106,0.875869160167415,6.783622546331396,0.9672261600664603,10.0,,0.5724937062952441,0.43049275090479977,0.5932974814945629,0.46267308278313546,2.5889942866499136,1.7260667979377415,3.363400184975645,0.47045454545454546,0.5254545454545455,0.4133168370312755,1.550264596939087,0.1747503937541624
random_03,random,0.609741742909488,0.06092166482945127,0.3438914492710691,0.6523812592117227,7.0345276972989845,0.8294148709505703,10.0,,0.5204797301970191,0.4216953191129438,0.5915200066444314,0.3964193647714682,2.7138785501994676,2.191576043177302,3.3858458695607427,0.525,0.5479999999999999,-0.10515704043522967,1.3609464168548584,0.13215262828817473
random_04,random,0.525397925017364,0.12390536541945885,0.22388860247817957,0.8476493402961827,7.515747198010533,1.0220938444648902,6.0,,0.6008640193829566,0.48722169758579836,0.611811417629237,0.36198837223177627,2.771773534273625,2.0555503906395094,3.305722835409636,0.39999999999999997,0.53,0.09481285841142832,1.7186602354049683,0.0967014989522204
random_05,random,0.5371985567013557,0.06293130094461352,0.2972693781200066,0.7906636196576556,7.189233999853854,0.9273461192630861,10.0,,0.4308719902085415,0.5715819433768323,0.556536703179635,0.5473291916001648,2.505334286938239,1.9428566283627124,3.286272283717875,0.47045454545454546,0.5254545454545455,-0.18102520141653466,1.4858506917953491,0.2576374622022413
random_06,random,0.6150290789941725,0.09408720986667285,0.164286001809445,0.6675567508661411,7.297024997507182,1.0170391680705355,7.0,,0.49128048004434405,0.43443230767681945,0.6276959573549129,0.3811994246692413,2.8094878454246013,2.3334622790345065,3.5085500148932427,0.425,0.492,-0.00644644797966426,1.6431628465652466,0.09443318686417701
random_07,random,0.5283960410080646,0.1162435527088912,-0.00951332315501722,0.7494223910444564,6.687053385412241,1.1162471945578205,1.0,,0.4955302144921079,0.39168032559657423,0.6231351126919665,0.36378694544507184,2.689466631254244,2.216412395473068,3.62711746353411,0.5194444444444444,0.5444444444444445,0.15636692498915022,1.6457445621490479,0.08768119281822093
random_08,random,0.5164166708540979,0.06135852224202176,0.28520374114263675,0.774377192662151,6.738555359235588,0.8546153048211641,10.0,,0.5521217105086451,0.48910573470491425,0.646635154512168,0.48133216327719447,2.555737049342342,1.8807858054908742,3.1419947656797476,0.5159090909090909,0.5072727272727273,-0.20330697713161755,1.4959979057312012,0.14845156057955514
random_09,random,0.47218152213470754,0.12047983350456115,0.22746806705702907,0.8617171642674712,6.870142125360528,0.9070130676222822,10.0,,0.7193140905145751,0.41821029077524324,0.6823587859147121,0.3979107068784084,2.6038421956564006,1.625147253583999,3.5743956829918804,0.5083333333333333,0.5133333333333333,0.8985873521394343,1.4249818325042725,0.06474911430558103
random_10,random,0.44815014837247225,0.10399163371745113,-0.09650162529856195,0.8000307177945589,6.10058243772874,0.9245999085445694,10.0,,0.5310823752814976,0.4079433106168115,0.6392563479696407,0.3018312020215318,2.6050844318981934,1.9510208768525725,2.82232614084976,0.525,0.5479999999999999,-0.6889460336727925,1.51948082447052,0.06098713017780122
random_11,random,0.506277913855212,0.08064863943864264,0.3608109399269422,0.8408351367584251,7.166611534206378,0.9877877249972323,10.0,,0.5804299644618391,0.5615519911665798,0.5606144590017929,0.5258013414895105,2.926912171218642,2.1852617445363203,3.386815251598204,0.5194444444444444,0.6155555555555555,0.2505213149172024,1.4787460565567017,0.2397587419649506
language_calm,language,,,,,,,,,0.7418019720615552,0.1148081007756529,0.746719318574667,0.1730047174830725,2.565493337348551,1.6495715986702753,3.0710135609678892,0.4044117647058823,0.54,0.08558489734615626,,0.0
language_nirvana,language,,,,,,,,,0.7467100854187582,0.26661049549114,0.7235140384455838,0.2447805202052502,2.626324108402306,1.5828846321845191,3.3507203375440415,0.4785714285714286,0.4828571428571428,0.6869691082450138,,0.0
language_receptive,language,,,,,,,,,0.7131018237080287,0.3425616495183486,0.6980145686786223,0.3181683237520777,2.5445377293886056,1.9522135825419724,3.067195473824071,0.43125,0.4875,-0.44251278924181137,,0.0
language_creativity,language,,,,,,,,,0.6630352924307538,0.3880270335259467,0.71713168103778,0.2931962324332334,2.5475084149801317,1.9875708887948913,3.2808026022016943,0.45,0.4875,-0.19286043922907883,,0.0
language_imaginative,language,,,,,,,,,0.7550616658018718,0.3805373011365817,0.7374606787523894,0.3639073363239718,2.7838672160815587,1.6700004232772825,3.637904022568027,0.5096153846153846,0.5030769230769231,1.2067061203824436,,0.0
language_awe,language,,,,,,,,,0.8256186813346744,0.4542360199668928,0.7124674960436932,0.3314419207443342,2.945673706408152,1.853606262291945,3.628130267732645,0.43125,0.4875,1.157677429532915,,0.0
