condition,gen,n_hops,drift,ttr,n_tokens
drift_searched,21,5,0.2629867196083069,0.9583333333333334,72
drift_searched,22,7,0.18505072593688965,0.9347826086956522,92
drift_searched,23,5,0.21617987751960754,0.8888888888888888,72
drift_searched,24,4,0.19659380614757538,0.8571428571428571,84
drift_searched,25,6,0.37867894768714905,0.8974358974358975,78
drift_searched,26,4,0.3931143879890442,0.9347826086956522,46
drift_searched,27,6,0.3909357786178589,0.9069767441860465,86
drift_searched,28,12,0.32352980971336365,0.9354838709677419,93
drift_searched,29,3,0.6343227028846741,1.0,20
drift_searched,30,4,0.1652584969997406,0.8939393939393939,66
drift_searched,31,9,0.2162991613149643,0.9032258064516129,93
drift_searched,32,3,0.17310409247875214,0.9411764705882353,68
drift_searched,33,2,0.16907024383544922,0.9629629629629629,27
drift_searched,34,2,0.25509870052337646,1.0,28
drift_searched,35,2,0.2386520802974701,0.8888888888888888,18
drift_searched,36,3,0.22234326601028442,0.9340659340659341,91
drift_searched,37,3,0.6495404839515686,1.0,20
drift_searched,38,6,0.25817516446113586,0.9726027397260274,73
drift_searched,39,1,0.34270429611206055,1.0,15
drift_searched,40,2,0.11695310473442078,0.9491525423728814,59
drift_searched,41,2,0.332724392414093,0.9137931034482759,58
drift_searched,42,0,,1.0,3
drift_searched,43,3,0.7669181823730469,0.9148936170212766,47
drift_searched,44,2,0.20110288262367249,0.9649122807017544,57
drift_searched,45,5,0.1065554991364479,0.9183673469387755,98
drift_searched,46,4,0.1715792715549469,0.9375,48
drift_searched,47,1,0.2840285301208496,0.8636363636363636,22
drift_searched,48,3,0.09439591318368912,0.9320388349514563,103
drift_searched,49,8,0.31808918714523315,0.8791208791208791,91
drift_searched,50,4,0.214419886469841,0.8823529411764706,51
drift_searched,51,7,0.31592074036598206,0.8666666666666667,90
drift_searched,52,0,,1.0,13
drift_searched,53,5,0.17458567023277283,0.9148936170212766,94
drift_searched,54,3,0.21760624647140503,0.8979591836734694,98
drift_searched,55,2,0.45948272943496704,0.9565217391304348,23
drift_searched,56,1,0.14216876029968262,1.0,17
drift_searched,57,2,0.18265298008918762,0.9777777777777777,45
drift_searched,58,4,0.267495721578598,0.9672131147540983,61
drift_searched,59,1,0.2651115655899048,1.0,17
drift_searched,60,3,0.14309322834014893,0.8910891089108911,101
drift_searched,61,1,0.20799481868743896,0.85,20
drift_searched,62,3,0.18432970345020294,0.8488372093023255,86
drift_searched,63,11,0.32800179719924927,0.925,80
drift_searched,64,4,0.20061950385570526,0.8831168831168831,77
drift_searched,65,4,0.2297571450471878,0.9361702127659575,94
drift_searched,66,1,0.22501063346862793,0.875,8
drift_searched,67,5,0.38095778226852417,0.9259259259259259,54
drift_searched,68,3,0.22064535319805145,0.8703703703703703,54
drift_searched,69,6,0.22280772030353546,0.9130434782608695,92
drift_searched,70,7,0.3814757168292999,0.9318181818181818,44
drift_searched,71,2,0.11153024435043335,0.8913043478260869,46
drift_searched,72,5,0.25704821944236755,0.9365079365079365,63
drift_searched,73,8,0.2979367971420288,0.8666666666666667,75
drift_searched,74,0,,0.9375,16
drift_searched,75,9,0.22693157196044922,0.9166666666666666,96
drift_searched,76,9,0.24878685176372528,0.7831325301204819,83
drift_searched,77,5,0.10873089730739594,0.8723404255319149,94
drift_searched,78,2,0.1745149791240692,0.9705882352941176,34
drift_searched,79,1,0.34882819652557373,0.9545454545454546,22
drift_searched,80,6,0.20884393155574799,0.9404761904761905,84
drift_searched,81,5,0.16387054324150085,0.8888888888888888,99
drift_searched,82,6,0.22891341149806976,0.8571428571428571,91
drift_searched,83,1,0.4239276051521301,0.9130434782608695,23
drift_searched,84,3,0.13376577198505402,0.8857142857142857,70
drift_searched,85,7,0.21764783561229706,0.9506172839506173,81
drift_searched,86,6,0.2518247067928314,0.9213483146067416,89
drift_searched,87,1,0.24125373363494873,0.8666666666666667,15
drift_searched,88,2,0.2346278429031372,0.9655172413793104,29
drift_searched,89,3,0.28968629240989685,0.9736842105263158,38
drift_searched,90,0,,1.0,10
drift_searched,91,3,0.10693496465682983,0.9081632653061225,98
drift_searched,92,2,0.18137720227241516,0.9827586206896551,58
drift_searched,93,4,0.17773033678531647,0.8651685393258427,89
drift_searched,94,6,0.29771366715431213,0.9722222222222222,72
drift_searched,95,0,,1.0,4
drift_searched,96,3,0.2297627180814743,0.881578947368421,76
drift_searched,97,6,0.28008511662483215,0.9157894736842105,95
drift_searched,98,5,0.3298574388027191,0.9,80
drift_searched,99,2,0.3578812777996063,0.96,25
