condition,gen,n_hops,drift,ttr,n_tokens,build
walk_w070_S1,58,3,0.18485651910305023,0.9375,64,walk_w070_S1
walk_w070_S1,59,3,0.12780912220478058,0.9137931034482759,58,walk_w070_S1
walk_w070_S1,60,0,,1.0,1,walk_w070_S1
walk_w070_S1,61,5,0.2210647165775299,0.9130434782608695,92,walk_w070_S1
walk_w070_S1,62,3,0.12615352869033813,0.9305555555555556,72,walk_w070_S1
walk_w070_S1,63,3,0.16251438856124878,0.9361702127659575,47,walk_w070_S1
walk_w070_S1,64,1,0.10965436697006226,0.9696969696969697,33,walk_w070_S1
walk_w070_S1,65,2,0.34445470571517944,0.8571428571428571,28,walk_w070_S1
walk_w070_S1,66,3,0.1481417417526245,0.8690476190476191,84,walk_w070_S1
walk_w070_S1,67,4,0.15635517239570618,0.7634408602150538,93,walk_w070_S1
walk_w070_S1,68,8,0.1627054214477539,0.8775510204081632,98,walk_w070_S1
walk_w070_S1,69,2,0.06754493713378906,0.9154929577464789,71,walk_w070_S1
walk_w070_S1,70,3,0.15424706041812897,0.9491525423728814,59,walk_w070_S1
walk_w070_S1,71,5,0.15244260430335999,0.9130434782608695,92,walk_w070_S1
walk_w070_S1,72,4,0.13202252984046936,0.9010989010989011,91,walk_w070_S1
walk_w070_S1,73,4,0.14117947220802307,0.9506172839506173,81,walk_w070_S1
walk_w070_S1,74,6,0.19311738014221191,0.9560439560439561,91,walk_w070_S1
walk_w070_S1,75,1,0.08930540084838867,1.0,45,walk_w070_S1
walk_w070_S1,76,4,0.16193129122257233,0.9666666666666667,90,walk_w070_S1
walk_w070_S1,77,5,0.19435058534145355,0.9473684210526315,57,walk_w070_S1
walk_w070_S1,78,5,0.15858812630176544,0.8620689655172413,87,walk_w070_S1
walk_w070_S1,79,5,0.22633318603038788,0.9803921568627451,51,walk_w070_S1
walk_w070_S1,80,3,0.23793794214725494,0.9259259259259259,27,walk_w070_S1
walk_w070_S1,81,4,0.2357037365436554,0.9036144578313253,83,walk_w070_S1
walk_w070_S1,82,1,0.16877508163452148,0.8928571428571429,28,walk_w070_S1
walk_w070_S1,83,5,0.23409819602966309,0.8314606741573034,89,walk_w070_S1
walk_w070_S1,84,4,0.31404393911361694,0.9487179487179487,39,walk_w070_S1
walk_w070_S1,85,2,0.25295907258987427,0.9,20,walk_w070_S1
walk_w070_S1,86,3,0.13811755180358887,0.9404761904761905,84,walk_w070_S1
walk_w070_S1,87,5,0.17742303013801575,0.9,90,walk_w070_S1
walk_w070_S1,88,1,0.29351985454559326,0.9090909090909091,22,walk_w070_S1
walk_w070_S1,89,2,0.16002202033996582,0.975,40,walk_w070_S1
walk_w070_S1,90,3,0.18955875933170319,0.9152542372881356,59,walk_w070_S1
walk_w070_S1,91,4,0.15659445524215698,0.898876404494382,89,walk_w070_S1
walk_w070_S1,92,3,0.08942552655935287,0.9405940594059405,101,walk_w070_S1
walk_w070_S1,93,4,0.1916888952255249,0.8452380952380952,84,walk_w070_S1
walk_w070_S1,94,1,0.12325513362884521,0.9855072463768116,69,walk_w070_S1
walk_w070_S1,95,5,0.16844817996025085,0.8709677419354839,93,walk_w070_S1
walk_w070_S1,96,0,,1.0,2,walk_w070_S1
walk_w070_S1,97,2,0.2949766516685486,0.8846153846153846,26,walk_w070_S1
walk_w070_S1,98,6,0.19706423580646515,0.9069767441860465,86,walk_w070_S1
walk_w070_S1,99,4,0.2883854806423187,0.9655172413793104,29,walk_w070_S1
walk_w100_S1,0,5,0.174463152885437,0.8478260869565217,92,walk_w100_S1
walk_w100_S1,1,6,0.22602348029613495,0.9012345679012346,81,walk_w100_S1
walk_w100_S1,2,2,0.20305472612380981,1.0,35,walk_w100_S1
walk_w100_S1,3,0,,1.0,8,walk_w100_S1
walk_w100_S1,4,9,0.21539132297039032,0.8829787234042553,94,walk_w100_S1
walk_w100_S1,5,0,,1.0,20,walk_w100_S1
walk_w100_S1,6,1,0.16255038976669312,0.9428571428571428,35,walk_w100_S1
walk_w100_S1,7,4,0.215690478682518,0.9456521739130435,92,walk_w100_S1
walk_w100_S1,8,11,0.3161123991012573,0.8539325842696629,89,walk_w100_S1
walk_w100_S1,9,3,0.1898118406534195,0.9479166666666666,96,walk_w100_S1
walk_w100_S1,10,3,0.10403623431921005,0.9120879120879121,91,walk_w100_S1
walk_w100_S1,11,6,0.2607874870300293,0.9846153846153847,65,walk_w100_S1
walk_w100_S1,12,6,0.25058266520500183,0.8522727272727273,88,walk_w100_S1
walk_w100_S1,13,3,0.21128366887569427,0.975,40,walk_w100_S1
walk_w100_S1,14,5,0.20930679142475128,0.8913043478260869,92,walk_w100_S1
walk_w100_S1,15,0,,0.9310344827586207,29,walk_w100_S1
walk_w100_S1,16,4,0.17257298529148102,0.898989898989899,99,walk_w100_S1
walk_w100_S1,17,4,0.24777573347091675,0.9375,80,walk_w100_S1
walk_w100_S1,18,5,0.23330387473106384,0.9358974358974359,78,walk_w100_S1
walk_w100_S1,19,5,0.19815751910209656,0.8556701030927835,97,walk_w100_S1
walk_w100_S1,20,0,,1.0,2,walk_w100_S1
walk_w100_S1,21,5,0.1990143358707428,0.8539325842696629,89,walk_w100_S1
walk_w100_S1,22,5,0.2169315069913864,0.8444444444444444,90,walk_w100_S1
walk_w100_S1,23,3,0.29187384247779846,0.9090909090909091,44,walk_w100_S1
walk_w100_S1,24,5,0.18525022268295288,0.8444444444444444,90,walk_w100_S1
walk_w100_S1,25,4,0.2671022415161133,0.9411764705882353,85,walk_w100_S1
walk_w100_S1,26,4,0.3304632008075714,1.0,36,walk_w100_S1
walk_w100_S1,27,1,0.1271524429321289,0.8823529411764706,17,walk_w100_S1
walk_w100_S1,28,7,0.24004152417182922,0.9358974358974359,78,walk_w100_S1
walk_w100_S1,29,0,,1.0,14,walk_w100_S1
walk_w100_S1,30,2,0.2638390064239502,0.9655172413793104,29,walk_w100_S1
walk_w100_S1,31,2,0.16200929880142212,0.9655172413793104,29,walk_w100_S1
walk_w100_S1,32,3,0.38703760504722595,0.9655172413793104,29,walk_w100_S1
walk_w100_S1,33,6,0.19757430255413055,0.8953488372093024,86,walk_w100_S1
walk_w100_S1,34,3,0.17069470882415771,0.9607843137254902,51,walk_w100_S1
walk_w100_S1,35,2,0.1321658492088318,0.8333333333333334,54,walk_w100_S1
walk_w100_S1,36,4,0.3414077162742615,0.95,80,walk_w100_S1
walk_w100_S1,37,7,0.25839710235595703,0.8777777777777778,90,walk_w100_S1
walk_w100_S1,38,10,0.21025514602661133,0.9333333333333333,90,walk_w100_S1
walk_w100_S1,39,2,0.1535699963569641,0.9701492537313433,67,walk_w100_S1
walk_w100_S1,40,4,0.18705116212368011,0.8681318681318682,91,walk_w100_S1
walk_w100_S1,41,3,0.13557535409927368,0.9285714285714286,56,walk_w100_S1
walk_w100_S1,42,1,0.24658489227294922,1.0,19,walk_w100_S1
walk_w100_S1,43,5,0.14346425235271454,0.9368421052631579,95,walk_w100_S1
walk_w100_S1,44,1,0.14637315273284912,1.0,38,walk_w100_S1
walk_w100_S1,45,2,0.15025091171264648,0.9814814814814815,54,walk_w100_S1
walk_w100_S1,46,10,0.2187882363796234,0.898876404494382,89,walk_w100_S1
walk_w100_S1,47,3,0.1860760897397995,0.9555555555555556,45,walk_w100_S1
walk_w100_S1,48,1,0.25872892141342163,0.9583333333333334,24,walk_w100_S1
walk_w100_S1,49,4,0.13809631764888763,0.8913043478260869,92,walk_w100_S1
walk_w100_S1,50,2,0.10520309209823608,0.9420289855072463,69,walk_w100_S1
walk_w100_S1,51,4,0.17785346508026123,0.85,40,walk_w100_S1
walk_w100_S1,52,4,0.2380499690771103,0.8833333333333333,60,walk_w100_S1
walk_w100_S1,53,7,0.2180730551481247,0.8522727272727273,88,walk_w100_S1
walk_w100_S1,54,2,0.22930791974067688,0.9629629629629629,27,walk_w100_S1
walk_w100_S1,55,6,0.21207185089588165,0.9340659340659341,91,walk_w100_S1
walk_w100_S1,56,1,0.3367830514907837,0.9,30,walk_w100_S1
walk_w100_S1,57,4,0.23264233767986298,0.9824561403508771,57,walk_w100_S1
walk_w100_S1,58,0,,1.0,17,walk_w100_S1
walk_w100_S1,59,1,0.14250409603118896,0.9333333333333333,45,walk_w100_S1
walk_w100_S1,60,1,0.10769927501678467,0.9807692307692307,52,walk_w100_S1
walk_w100_S1,61,6,0.17404420673847198,0.8589743589743589,78,walk_w100_S1
walk_w100_S1,62,3,0.3456534147262573,0.9230769230769231,26,walk_w100_S1
walk_w100_S1,63,4,0.12899747490882874,0.8936170212765957,94,walk_w100_S1
walk_w100_S1,64,4,0.15935717523097992,0.8953488372093024,86,walk_w100_S1
walk_w100_S1,65,1,0.25417661666870117,1.0,42,walk_w100_S1
walk_w100_S1,66,6,0.24037110805511475,0.8369565217391305,92,walk_w100_S1
walk_w100_S1,67,4,0.20103587210178375,0.8695652173913043,92,walk_w100_S1
walk_w100_S1,68,1,0.28200268745422363,1.0,31,walk_w100_S1
walk_w100_S1,69,5,0.264455646276474,0.8817204301075269,93,walk_w100_S1
walk_w100_S1,70,2,0.17952004075050354,0.8867924528301887,53,walk_w100_S1
walk_w100_S1,71,3,0.25139787793159485,0.9122807017543859,57,walk_w100_S1
walk_w100_S1,72,4,0.17258287966251373,0.9239130434782609,92,walk_w100_S1
walk_w100_S1,73,4,0.13071881234645844,0.9534883720930233,86,walk_w100_S1
walk_w100_S1,74,6,0.2792596220970154,0.9452054794520548,73,walk_w100_S1
walk_w100_S1,75,5,0.158237487077713,0.8526315789473684,95,walk_w100_S1
walk_w100_S1,76,5,0.1653526872396469,0.9111111111111111,90,walk_w100_S1
walk_w100_S1,77,4,0.2214977741241455,0.875,32,walk_w100_S1
walk_w100_S1,78,2,0.07822427153587341,0.9375,96,walk_w100_S1
walk_w100_S1,79,1,0.1269816756248474,0.9655172413793104,58,walk_w100_S1
walk_w100_S1,80,3,0.23793794214725494,0.9259259259259259,27,walk_w100_S1
walk_w100_S1,81,6,0.29920336604118347,0.9325842696629213,89,walk_w100_S1
walk_w100_S1,82,2,0.19293704628944397,0.95,40,walk_w100_S1
walk_w100_S1,83,3,0.25522783398628235,0.9012345679012346,81,walk_w100_S1
walk_w100_S1,84,2,0.07643187046051025,0.941747572815534,103,walk_w100_S1
walk_w100_S1,85,3,0.16879259049892426,0.9361702127659575,94,walk_w100_S1
walk_w100_S1,86,0,,1.0,16,walk_w100_S1
walk_w100_S1,87,6,0.20888829231262207,0.8876404494382022,89,walk_w100_S1
walk_w100_S1,88,2,0.08864524960517883,0.9139784946236559,93,walk_w100_S1
walk_w100_S1,89,0,,1.0,7,walk_w100_S1
walk_w100_S1,90,0,,1.0,9,walk_w100_S1
walk_w100_S1,91,3,0.13835394382476807,0.9135802469135802,81,walk_w100_S1
walk_w100_S1,92,4,0.1458728313446045,0.9285714285714286,98,walk_w100_S1
walk_w100_S1,93,4,0.23140838742256165,0.9473684210526315,38,walk_w100_S1
walk_w100_S1,94,4,0.2449577897787094,0.9574468085106383,47,walk_w100_S1
walk_w100_S1,95,8,0.2319553792476654,0.9560439560439561,91,walk_w100_S1
walk_w100_S1,96,0,,1.0,2,walk_w100_S1
walk_w100_S1,97,6,0.31509730219841003,0.9411764705882353,85,walk_w100_S1
walk_w100_S1,98,0,,1.0,14,walk_w100_S1
walk_w100_S1,99,3,0.2089209407567978,0.9459459459459459,37,walk_w100_S1
walk_S1,0,2,0.2220074832439422,0.9047619047619048,21,walk_S1
walk_S1,1,3,0.1426909118890762,0.896551724137931,87,walk_S1
walk_S1,2,3,0.1897133439779281,0.9183673469387756,49,walk_S1
walk_S1,3,0,,1.0,8,walk_S1
walk_S1,4,9,0.3347788453102112,0.9325842696629212,89,walk_S1
walk_S1,5,10,0.3000113368034363,0.9325842696629212,89,walk_S1
walk_S1,6,4,0.3265889883041382,1.0,28,walk_S1
walk_S1,7,5,0.2405293881893158,0.9565217391304348,92,walk_S1
walk_S1,8,5,0.1440214216709137,0.9042553191489362,94,walk_S1
walk_S1,9,5,0.2580087780952453,0.863013698630137,73,walk_S1
walk_S1,10,1,0.2047358751296997,0.9117647058823528,34,walk_S1
walk_S1,11,9,0.2547887563705444,0.9042553191489362,94,walk_S1
walk_S1,12,0,,1.0,9,walk_S1
walk_S1,13,2,0.3933009803295135,0.935483870967742,31,walk_S1
walk_S1,14,4,0.2241851836442947,0.9622641509433962,53,walk_S1
walk_S1,15,4,0.2027541548013687,0.9272727272727272,55,walk_S1
walk_S1,16,2,0.1251616477966308,1.0,35,walk_S1
walk_S1,17,0,,0.9545454545454546,22,walk_S1
walk_S1,18,4,0.1624969094991684,0.9484536082474226,97,walk_S1
walk_S1,19,4,0.1580785512924194,0.8478260869565217,92,walk_S1
walk_S1,20,4,0.2035638839006424,0.95,60,walk_S1
walk_S1,21,1,0.0770700573921203,0.9595959595959596,99,walk_S1
walk_S1,22,3,0.1152691021561622,0.9247311827956988,93,walk_S1
walk_S1,23,7,0.2326961308717727,0.8108108108108109,74,walk_S1
walk_S1,24,5,0.2147814333438873,0.8705882352941177,85,walk_S1
walk_S1,25,5,0.2058490067720413,0.8571428571428571,70,walk_S1
walk_S1,26,10,0.3349287509918213,0.875,80,walk_S1
walk_S1,27,3,0.2442734986543655,0.8372093023255814,43,walk_S1
walk_S1,28,7,0.2148995697498321,0.9647058823529412,85,walk_S1
walk_S1,29,4,0.1829171031713485,0.9069767441860463,86,walk_S1
walk_S1,30,4,0.2948380708694458,0.8620689655172413,87,walk_S1
walk_S1,31,7,0.1959996074438095,0.9239130434782608,92,walk_S1
walk_S1,32,2,0.2009377777576446,0.8947368421052632,38,walk_S1
walk_S1,33,1,0.2146949768066406,0.9545454545454546,22,walk_S1
walk_S1,34,5,0.1760896742343902,0.9041095890410958,73,walk_S1
walk_S1,35,3,0.307339608669281,0.9666666666666668,30,walk_S1
walk_S1,36,9,0.3196884393692016,0.9101123595505618,89,walk_S1
walk_S1,37,2,0.1797749996185302,0.8545454545454545,55,walk_S1
walk_S1,38,3,0.1292971819639206,0.9206349206349206,63,walk_S1
walk_S1,39,0,,0.9411764705882352,34,walk_S1
walk_S1,40,3,0.1275071054697036,0.8985507246376812,69,walk_S1
walk_S1,41,3,0.0930859073996543,0.875,48,walk_S1
walk_S1,42,0,,0.8888888888888888,18,walk_S1
walk_S1,43,3,0.1471740007400512,1.0,34,walk_S1
walk_S1,44,3,0.1101775765419006,0.8955223880597015,67,walk_S1
walk_S1,45,6,0.2392428666353225,0.891566265060241,83,walk_S1
walk_S1,46,6,0.1977918595075607,0.9204545454545454,88,walk_S1
walk_S1,47,1,0.2101248502731323,0.9615384615384616,26,walk_S1
walk_S1,48,5,0.2684890031814575,0.967741935483871,62,walk_S1
walk_S1,49,4,0.1795215159654617,0.934065934065934,91,walk_S1
walk_S1,50,0,,1.0,14,walk_S1
walk_S1,51,4,0.2281991839408874,0.9508196721311476,61,walk_S1
walk_S1,52,3,0.2515743672847748,0.9666666666666668,30,walk_S1
walk_S1,53,5,0.2762307226657867,0.7976190476190477,84,walk_S1
walk_S1,54,4,0.1311127245426178,0.925531914893617,94,walk_S1
walk_S1,55,3,0.1132139787077903,0.9052631578947368,95,walk_S1
walk_S1,56,9,0.247439756989479,0.8666666666666667,90,walk_S1
walk_S1,57,0,,0.967741935483871,31,walk_S1
walk_S1,58,4,0.1731392443180084,0.835820895522388,67,walk_S1
walk_S1,59,2,0.2177572846412658,0.9285714285714286,42,walk_S1
walk_S1,60,2,0.1038247644901275,0.9777777777777776,45,walk_S1
walk_S1,61,4,0.1513167470693588,0.8709677419354839,93,walk_S1
walk_S1,62,3,0.350104808807373,0.951219512195122,41,walk_S1
walk_S1,63,5,0.1507353484630584,0.9195402298850576,87,walk_S1
walk_S1,64,5,0.1665813624858856,0.8279569892473119,93,walk_S1
walk_S1,65,2,0.2105300426483154,0.9272727272727272,55,walk_S1
walk_S1,66,3,0.1598649621009826,0.9405940594059404,101,walk_S1
walk_S1,67,3,0.1938537508249282,0.875,56,walk_S1
walk_S1,68,9,0.429226815700531,0.8823529411764706,51,walk_S1
walk_S1,69,9,0.3365181386470794,0.8586956521739131,92,walk_S1
walk_S1,70,3,0.2076391577720642,0.9473684210526316,19,walk_S1
walk_S1,71,1,0.2167561054229736,1.0,20,walk_S1
walk_S1,72,3,0.1242128238081932,0.9666666666666668,90,walk_S1
walk_S1,73,9,0.2914400398731231,0.8977272727272727,88,walk_S1
walk_S1,74,4,0.2618879079818725,0.8787878787878788,66,walk_S1
walk_S1,75,5,0.2034633904695511,0.9305555555555556,72,walk_S1
walk_S1,76,2,0.1476339697837829,0.9166666666666666,36,walk_S1
walk_S1,77,2,0.1109468936920166,0.9285714285714286,42,walk_S1
walk_S1,78,3,0.2023382633924484,0.875,40,walk_S1
walk_S1,79,1,0.3555784225463867,1.0,25,walk_S1
walk_S1,80,7,0.2066539824008941,0.8426966292134831,89,walk_S1
walk_S1,81,7,0.3155824542045593,0.896551724137931,87,walk_S1
walk_S1,82,5,0.1703794598579406,0.918918918918919,74,walk_S1
walk_S1,83,5,0.2353096455335617,0.8651685393258427,89,walk_S1
walk_S1,84,5,0.2425530701875686,0.9302325581395348,43,walk_S1
walk_S1,85,6,0.2523622214794159,0.90625,64,walk_S1
walk_S1,86,1,0.1462964415550232,0.9655172413793104,29,walk_S1
walk_S1,87,2,0.116904467344284,0.875,80,walk_S1
walk_S1,88,1,0.1488475799560547,0.9534883720930232,43,walk_S1
walk_S1,89,0,,1.0,3,walk_S1
walk_S1,90,1,0.3259307146072387,1.0,24,walk_S1
walk_S1,91,5,0.2307283878326416,0.9078947368421052,76,walk_S1
walk_S1,92,5,0.3082616031169891,0.936842105263158,95,walk_S1
walk_S1,93,3,0.1565303802490234,0.9130434782608696,92,walk_S1
walk_S1,94,0,,1.0,10,walk_S1
walk_S1,95,1,0.1059529185295105,0.9166666666666666,12,walk_S1
walk_S1,96,11,0.3027122318744659,0.9325842696629212,89,walk_S1
walk_S1,97,3,0.2913720309734344,0.926829268292683,41,walk_S1
walk_S1,98,3,0.1969143003225326,0.8775510204081632,49,walk_S1
walk_S1,99,5,0.2678941786289215,0.90625,64,walk_S1
polygon_S2,0,4,0.1553979963064193,0.9101123595505618,89,polygon_S2
polygon_S2,1,9,0.218878835439682,0.9101123595505618,89,polygon_S2
polygon_S2,2,4,0.1967211365699768,0.9090909090909092,88,polygon_S2
polygon_S2,3,2,0.3680981993675232,0.9375,32,polygon_S2
polygon_S2,4,0,,1.0,16,polygon_S2
polygon_S2,5,6,0.1960590034723281,0.8571428571428571,98,polygon_S2
polygon_S2,6,4,0.1822901964187622,0.912087912087912,91,polygon_S2
polygon_S2,7,7,0.3420456349849701,0.8571428571428571,84,polygon_S2
polygon_S2,8,5,0.1914753019809723,0.875,88,polygon_S2
polygon_S2,9,7,0.2536222636699676,0.9090909090909092,77,polygon_S2
polygon_S2,10,0,,1.0,5,polygon_S2
polygon_S2,11,3,0.2259148359298706,1.0,42,polygon_S2
polygon_S2,12,5,0.2240168154239654,0.875,88,polygon_S2
polygon_S2,13,8,0.3470284342765808,0.8924731182795699,93,polygon_S2
polygon_S2,14,5,0.1716862767934799,0.9195402298850576,87,polygon_S2
polygon_S2,15,5,0.161172404885292,0.9090909090909092,88,polygon_S2
polygon_S2,16,5,0.3026730120182037,0.9032258064516128,62,polygon_S2
polygon_S2,17,5,0.1865007579326629,0.912087912087912,91,polygon_S2
polygon_S2,18,4,0.203231543302536,0.9278350515463918,97,polygon_S2
polygon_S2,19,6,0.2760241031646728,0.9111111111111112,90,polygon_S2
polygon_S2,20,5,0.1919527351856231,0.9545454545454546,44,polygon_S2
polygon_S2,21,4,0.3359763622283935,0.96,50,polygon_S2
polygon_S2,22,3,0.1727168411016464,0.8888888888888888,81,polygon_S2
polygon_S2,23,9,0.2452410608530044,0.9148936170212766,94,polygon_S2
polygon_S2,24,5,0.1630616188049316,0.9178082191780822,73,polygon_S2
polygon_S2,25,1,0.1132518649101257,0.9821428571428572,56,polygon_S2
polygon_S2,26,2,0.2042589485645294,0.9722222222222222,36,polygon_S2
polygon_S2,27,6,0.3262286186218261,0.943661971830986,71,polygon_S2
polygon_S2,28,4,0.1904346495866775,0.9361702127659576,94,polygon_S2
polygon_S2,29,6,0.2256877571344375,0.8488372093023255,86,polygon_S2
polygon_S2,30,1,0.2470462322235107,1.0,11,polygon_S2
polygon_S2,31,8,0.225109651684761,0.9213483146067416,89,polygon_S2
polygon_S2,32,4,0.3632912635803222,0.9411764705882352,34,polygon_S2
polygon_S2,33,8,0.1754256635904312,0.9294117647058824,85,polygon_S2
polygon_S2,34,1,0.3705982565879822,1.0,15,polygon_S2
polygon_S2,35,4,0.23065085709095,0.8676470588235294,68,polygon_S2
polygon_S2,36,8,0.2553995847702026,0.9555555555555556,90,polygon_S2
polygon_S2,37,3,0.1953703165054321,0.98,50,polygon_S2
polygon_S2,38,5,0.1982026249170303,0.8222222222222222,90,polygon_S2
polygon_S2,39,5,0.1531624048948288,0.8723404255319149,94,polygon_S2
polygon_S2,40,3,0.1542772203683853,0.8888888888888888,54,polygon_S2
polygon_S2,41,3,0.302198976278305,0.945945945945946,37,polygon_S2
polygon_S2,42,9,0.3343175649642944,0.8941176470588236,85,polygon_S2
polygon_S2,43,8,0.3201861679553985,0.90625,64,polygon_S2
polygon_S2,44,3,0.2072461694478988,0.9080459770114944,87,polygon_S2
polygon_S2,45,3,0.1920183300971985,0.9333333333333332,45,polygon_S2
polygon_S2,46,6,0.2043879032135009,0.942528735632184,87,polygon_S2
polygon_S2,47,3,0.1320766359567642,0.9565217391304348,46,polygon_S2
polygon_S2,48,8,0.2098725736141204,0.8823529411764706,85,polygon_S2
polygon_S2,49,6,0.2357029169797897,0.9333333333333332,90,polygon_S2
polygon_S2,50,1,0.1388391852378845,0.9714285714285714,35,polygon_S2
polygon_S2,51,6,0.2681204378604889,0.9333333333333332,90,polygon_S2
polygon_S2,52,1,0.2275824546813964,0.9375,16,polygon_S2
polygon_S2,53,5,0.2850066125392914,0.9545454545454546,88,polygon_S2
polygon_S2,54,5,0.2019770592451095,0.9041095890410958,73,polygon_S2
polygon_S2,55,5,0.2197354733943939,0.8977272727272727,88,polygon_S2
polygon_S2,56,1,0.3656133413314819,1.0,21,polygon_S2
polygon_S2,57,3,0.1361122876405716,0.9148936170212766,94,polygon_S2
polygon_S2,58,3,0.1875100135803222,0.9523809523809524,42,polygon_S2
polygon_S2,59,5,0.1553737223148346,0.8172043010752689,93,polygon_S2
polygon_S2,60,1,0.9908835291862488,1.0,15,polygon_S2
polygon_S2,61,3,0.1720380187034607,0.9148936170212766,94,polygon_S2
polygon_S2,62,10,0.2892803251743316,0.9310344827586208,87,polygon_S2
polygon_S2,63,5,0.2240194827318191,0.8791208791208791,91,polygon_S2
polygon_S2,64,4,0.1654119491577148,0.8494623655913979,93,polygon_S2
polygon_S2,65,5,0.1835261285305023,0.9146341463414634,82,polygon_S2
polygon_S2,66,6,0.1726544350385666,0.8522727272727273,88,polygon_S2
polygon_S2,67,2,0.2999364733695984,1.0,31,polygon_S2
polygon_S2,68,5,0.1969152241945266,0.8955223880597015,67,polygon_S2
polygon_S2,69,6,0.1928716897964477,0.8426966292134831,89,polygon_S2
polygon_S2,70,2,0.1130212247371673,0.9722222222222222,36,polygon_S2
polygon_S2,71,6,0.3128593862056732,0.881578947368421,76,polygon_S2
polygon_S2,72,3,0.1440835148096084,0.9222222222222224,90,polygon_S2
polygon_S2,73,7,0.2476708441972732,0.8913043478260869,92,polygon_S2
polygon_S2,74,3,0.1509160995483398,0.9101123595505618,89,polygon_S2
polygon_S2,75,1,0.095446765422821,0.96875,64,polygon_S2
polygon_S2,76,5,0.1750875264406204,0.9010989010989012,91,polygon_S2
polygon_S2,77,7,0.2629781663417816,0.898876404494382,89,polygon_S2
polygon_S2,78,4,0.1693678647279739,0.8045977011494253,87,polygon_S2
polygon_S2,79,4,0.2011467367410659,0.9069767441860463,86,polygon_S2
polygon_S2,80,3,0.1779354959726333,0.9473684210526316,38,polygon_S2
polygon_S2,81,5,0.1774958372116089,0.9148936170212766,94,polygon_S2
polygon_S2,82,2,0.1381271183490753,0.9166666666666666,60,polygon_S2
polygon_S2,83,2,0.1925004422664642,0.951219512195122,41,polygon_S2
polygon_S2,84,6,0.2318227440118789,0.9438202247191012,89,polygon_S2
polygon_S2,85,3,0.2511333525180816,0.8372093023255814,43,polygon_S2
polygon_S2,86,6,0.2387140244245529,0.9361702127659576,94,polygon_S2
polygon_S2,87,2,0.1341434717178344,0.9210526315789472,38,polygon_S2
polygon_S2,88,5,0.1771148145198822,0.8876404494382022,89,polygon_S2
polygon_S2,89,4,0.1537210792303085,0.8539325842696629,89,polygon_S2
polygon_S2,90,0,,1.0,11,polygon_S2
polygon_S2,91,4,0.1149542182683944,0.9090909090909092,88,polygon_S2
polygon_S2,92,6,0.2062032967805862,0.9222222222222224,90,polygon_S2
polygon_S2,93,9,0.3429883122444153,0.8674698795180723,83,polygon_S2
polygon_S2,94,11,0.3182054758071899,0.8452380952380952,84,polygon_S2
polygon_S2,95,1,0.4456669688224792,1.0,7,polygon_S2
polygon_S2,96,1,0.0936355590820312,0.9508196721311476,61,polygon_S2
polygon_S2,97,5,0.2338383197784423,0.9347826086956522,92,polygon_S2
polygon_S2,98,6,0.233937919139862,0.9010989010989012,91,polygon_S2
polygon_S2,99,0,,1.0,2,polygon_S2
walk_w000_S2,0,3,0.2892906963825226,0.9056603773584906,53,walk_w000_S2
walk_w000_S2,1,6,0.20581845939159393,0.9090909090909091,88,walk_w000_S2
walk_w000_S2,2,5,0.20573067665100098,0.8850574712643678,87,walk_w000_S2
walk_w000_S2,3,3,0.19322125613689423,0.9230769230769231,52,walk_w000_S2
walk_w000_S2,4,9,0.4585808515548706,0.9875,80,walk_w000_S2
walk_w000_S2,5,4,0.44968491792678833,0.9642857142857143,28,walk_w000_S2
walk_w000_S2,6,11,0.26960599422454834,0.9,90,walk_w000_S2
walk_w000_S2,7,2,0.1727094054222107,0.8913043478260869,46,walk_w000_S2
walk_w000_S2,8,3,0.171197772026062,0.875,72,walk_w000_S2
walk_w000_S2,9,8,0.3861044645309448,0.8933333333333333,75,walk_w000_S2
walk_w000_S2,10,2,0.2797050476074219,1.0,15,walk_w000_S2
walk_w000_S2,11,7,0.25274035334587097,0.9148936170212766,94,walk_w000_S2
walk_w000_S2,12,5,0.1675271838903427,0.9052631578947369,95,walk_w000_S2
walk_w000_S2,13,3,0.2095327526330948,0.925,40,walk_w000_S2
walk_w000_S2,14,5,0.19811123609542847,0.9230769230769231,91,walk_w000_S2
walk_w000_S2,15,11,0.2864266633987427,0.9418604651162791,86,walk_w000_S2
walk_w000_S2,16,4,0.17856863141059875,0.9365079365079365,63,walk_w000_S2
walk_w000_S2,17,6,0.23337256908416748,0.9186046511627907,86,walk_w000_S2
walk_w000_S2,18,8,0.3529684841632843,0.9047619047619048,84,walk_w000_S2
walk_w000_S2,19,4,0.20409265160560608,0.975609756097561,41,walk_w000_S2
walk_w000_S2,20,4,0.1411023736000061,0.8939393939393939,66,walk_w000_S2
walk_w000_S2,21,0,,1.0,5,walk_w000_S2
walk_w000_S2,22,8,0.22237928211688995,0.9139784946236559,93,walk_w000_S2
walk_w000_S2,23,3,0.28688016533851624,0.9090909090909091,88,walk_w000_S2
walk_w000_S2,24,5,0.19399788975715637,0.9333333333333333,90,walk_w000_S2
walk_w000_S2,25,4,0.22132527828216553,0.90625,96,walk_w000_S2
walk_w000_S2,26,8,0.2745852470397949,0.9195402298850575,87,walk_w000_S2
walk_w000_S2,27,7,0.3422066271305084,0.8571428571428571,70,walk_w000_S2
walk_w000_S2,28,2,0.15302491188049316,0.9722222222222222,36,walk_w000_S2
